id,en_word,type,definition,classification,source
i112712,red scare,noun,a period of general fear of communists,Common,LLM (ministral-3:14b)
i76135,irritation,noun,an uncomfortable feeling of mental painfulness or distress,Common,LLM (ministral-3:14b) (LLM Selected Sense #4)
i21800,huff,verb,blow hard and loudly,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i112726,predicament,noun,a situation from which extrication is difficult especially an unpleasant or trying one,Common,LLM (ministral-3:14b)
i112728,hot water,noun,a dangerous or distressing predicament,Common,LLM (ministral-3:14b)
i76347,loneliness,noun,sadness resulting from being forsaken or abandoned,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i80729,coalition,noun,an organization of people (or countries) involved in a pact or treaty,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112803,reformation,noun,improvement (or an intended improvement) in the existing form or condition of institutions or practices etc.; intended to make a striking change for the better in social or political or religious affairs,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112809,parenthood,noun,the state of being a parent,Common,LLM (ministral-3:14b)
i112810,ripeness,noun,the state of being ripe,Common,LLM (ministral-3:14b)
i112813,immaturity,noun,not having reached maturity,Common,LLM (ministral-3:14b)
i112831,rating,noun,standing or position on a scale,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i112837,a level,noun,the advanced level of a subject taken in school (usually two years after O level),Common,LLM (ministral-3:14b)
i112838,general certificate of secondary education,noun,the basic level of a subject taken in school,Common,LLM (ministral-3:14b)
i112839,college level,noun,the level of education that college students are assumed to have attained,Common,LLM (ministral-3:14b)
i112840,military rank,noun,rank in a military organization,Common,LLM (ministral-3:14b)
i112842,caste,noun,social status or position conferred by a system based on class,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112862,low profile,noun,a state of low visibility in which public notice is avoided,Common,LLM (ministral-3:14b)
i112869,prestige,noun,a high standing achieved through success or influence or wealth etc.,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112871,anonymity,noun,the state of being anonymous,Common,LLM (ministral-3:14b)
i62683,humbleness,noun,a disposition to be humble; a lack of false pride,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i112886,fame,noun,favorable public reputation,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i25180,esteem,verb,regard highly; think much of,Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i112047,black eye,noun,a swollen bruise caused by a blow to the eye,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112919,bane,noun,something causing misery or death,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112923,solace,noun,comfort in disappointment or misery,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i112924,coziness,noun,a state of warm snug comfort,Common,LLM (ministral-3:14b)
i112928,malaise,noun,physical discomfort (as mild sickness or depression),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112931,wellbeing,noun,a contented state of being happy and healthy and prosperous,Common,LLM (ministral-3:14b)
i32024,hurry,verb,move very fast,Core,LLM (ministral-3:14b) (LLM Selected Sense #3)
i112977,thin air,noun,nowhere to be found in a giant void,Common,LLM (ministral-3:14b)
i112978,vacancy,noun,being unoccupied,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112980,nakedness,noun,the state of being without clothing or covering of any kind,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i112985,baldness,noun,the condition of having no hair on the top of the head,Common,LLM (ministral-3:14b)
i112991,shirtsleeves,noun,not wearing a jacket,Common,LLM (ministral-3:14b)
i113006,entirety,noun,the state of being total and complete,Common,LLM (ministral-3:14b)
i113009,partialness,noun,the state of being only a part; not total; incomplete,Common,LLM (ministral-3:14b)
i113010,incompleteness,noun,the state of being crude and incomplete and imperfect,Common,LLM (ministral-3:14b)
i113012,imperfection,noun,the state or an instance of being imperfect,Common,LLM (ministral-3:14b)
i113025,birth defect,noun,a defect that is present at birth,Common,LLM (ministral-3:14b)
i113061,lameness,noun,an imperfection or defectiveness,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110826,sickness,noun,impairment of normal physiological function affecting part or all of an organism,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i106975,fortune,noun,a large amount of wealth or prosperity,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i97831,good fortune,noun,a stroke of luck,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113066,prosperity,noun,the condition of prospering; having good fortune,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113072,big time,noun,the highest level of an occupation (especially in entertainment),Common,LLM (ministral-3:14b)
i113074,misfortune,noun,an unfortunate state resulting from unfavorable outcomes,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113075,adversity,noun,a state of misfortune or affliction,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113093,crop failure,noun,the failure of crops to produce a marketable surplus,Common,LLM (ministral-3:14b)
i113096,ownership,noun,the state or fact of being an owner,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i113114,opportunity,noun,a possibility due to a favorable combination of circumstances,Core,LLM (ministral-3:14b)
i113117,fresh start,noun,an opportunity to start over without prejudice,Common,LLM (ministral-3:14b)
i26632,say,verb,express in words,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113138,dirtiness,noun,the state of containing dirty impurities,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113166,poverty,noun,the state of having little or no money and few or no material possessions,Core,LLM (ministral-3:14b)
i79161,dunghill,noun,a heap of dung or refuse,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i62718,neatness,noun,the trait of being neat and orderly,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113197,dustiness,noun,the state of being covered with dust,Common,LLM (ministral-3:14b)
i113233,cross-eye,noun,strabismus in which one or both eyes turn inward toward the nose,Common,LLM (ministral-3:14b)
i113234,dwarfism,noun,a genetic abnormality resulting in short stature,Common,LLM (ministral-3:14b)
i113236,lactose intolerance,noun,congenital disorder consisting of an inability to digest milk and milk products; absence or deficiency of lactase results in an inability to hydrolyze lactose,Common,LLM (ministral-3:14b)
i82454,province,noun,the territory occupied by one of the constituent administrative districts of a nation,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113286,showcase,noun,a setting in which something can be displayed to best effect,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113289,pollution,noun,undesirable state of the natural environment being contaminated with harmful substances as a consequence of human activities,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113292,air pollution,noun,pollution of the atmosphere,Common,LLM (ministral-3:14b)
i113293,acid rain,noun,rain containing acids that form in the atmosphere when industrial gas emissions (especially sulfur dioxide and nitrogen oxides) combine with water,Common,LLM (ministral-3:14b)
i113297,smog,noun,air pollution by a mixture of smoke and fog,Common,LLM (ministral-3:14b)
i113298,noise pollution,noun,annoying and potentially harmful environmental noise,Common,LLM (ministral-3:14b)
i113300,water pollution,noun,pollution of the water in rivers and lakes,Common,LLM (ministral-3:14b)
i113301,erosion,noun,condition in which the earth's surface is worn away by the action of water and wind,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113304,climate,noun,the weather in some location averaged over some long period of time,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113316,good weather,noun,weather suitable for outdoor activities,Common,LLM (ministral-3:14b)
i62796,mildness,noun,acting in a manner that is gentle and mild and even-tempered,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i110538,stillness,noun,a state of no motion or movement,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i113322,bad weather,noun,weather unsuitable for outdoor activities,Common,LLM (ministral-3:14b)
i113337,bleakness,noun,a bleak and desolate atmosphere,Common,LLM (ministral-3:14b)
i113359,susceptibility,noun,the state of being susceptible; easily affected,Common,LLM (ministral-3:14b)
i113370,food allergy,noun,allergic reaction to a substance ingested in food,Common,LLM (ministral-3:14b)
i113374,allergy,noun,hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,Common,LLM (ministral-3:14b)
i113381,hay fever,noun,a seasonal rhinitis resulting from an allergic reaction to pollen,Common,LLM (ministral-3:14b)
i113385,wetness,noun,the condition of containing or being covered by a liquid (especially water),Common,LLM (ministral-3:14b)
i113387,moisture,noun,wetness caused by water,Common,LLM (ministral-3:14b)
i113388,humidity,noun,wetness in the atmosphere,Common,LLM (ministral-3:14b)
i113394,dryness,noun,the condition of not containing or being covered by a liquid (especially water),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113416,cause of death,noun,the causal agent resulting in death,Common,LLM (ministral-3:14b)
i113423,health hazard,noun,hazard to the health of those exposed to it,Common,LLM (ministral-3:14b)
i113431,riskiness,noun,a state of danger involving risk,Common,LLM (ministral-3:14b)
i113448,soundness,noun,a state or condition free from damage or decay,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113455,disability,noun,the condition of being unable to perform as a consequence of physical or mental unfitness,Common,LLM (ministral-3:14b)
i113469,hearing impairment,noun,impairment of the sense of hearing,Common,LLM (ministral-3:14b)
i113470,deafness,noun,partial or complete loss of hearing,Common,LLM (ministral-3:14b)
i113474,tone deafness,noun,an inability to distinguish differences in pitch,Common,LLM (ministral-3:14b)
i113481,visual impairment,noun,impairment of the sense of sight,Common,LLM (ministral-3:14b)
i113493,eye condition,noun,the condition of the optical properties of the eye,Common,LLM (ministral-3:14b)
i113496,snowblindness,noun,temporary blindness caused by exposure to sunlight reflected from snow or ice,Common,LLM (ministral-3:14b)
i113523,knock-knee,noun,an inward slant of the thigh,Common,LLM (ministral-3:14b)
i113524,pigeon toes,noun,disability in which the toes are turned inward; often associated with knock-knee,Common,LLM (ministral-3:14b)
i66141,bow leg,noun,a leg bowed outward at the knee (or below the knee),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i107492,deterioration,noun,process of changing to an inferior state,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i62487,wickedness,noun,the quality of being wicked,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i110826,malady,noun,impairment of normal physiological function affecting part or all of an organism,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113576,shin splints,noun,painful inflammation of the muscles around the shins; frequent among runners,Common,LLM (ministral-3:14b)
i113621,frizz,noun,the condition of being formed into small tight curls,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i113623,hiding,noun,the state of being hidden,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i113638,paternity,noun,the state of being a father,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
